  Solver preprocessing started
 
  Solver begins on bump case in folder cases/bump
 
  Read application variables from file
    rgas =   287.0000     cp =   1004.500     cv =   717.5000     gam =   1.4000
 00
    CFL =  0.1357210     sfac =  6.7860499E-02 rfin =  0.2500000
    Convergence  d_max =  1.3572099E-05
    Mesh size  ni =        1000 nj =          37
    Inlet  pstag =   100000.0     tstag =   300.0000     alpha =   0.0000000E+00
    Outlet  p_out =   85000.00
 
  Generating Mesh
 Read domain curves from file
   Curve lengths ni_a =         401 ni_b =          401
 
 Interpolated mesh from the bounding geometry curves
 
 Calculated cell areas and facet lengths
   Overall minimum element size =   1.4848633E-03
 
  Minimum mesh size found to be   1.4848633E-03
 Mesh check passed
 
 Flow guess calaculated using improved method
 At g(1,1): ro =   1.200608     roe =   258884.6     rovx =   171.0127     rovy 
 =  0.0000000E+00
 At g(ni,1): ro =   1.200608     roe =   258884.6     rovx =   171.0127     
 rovy =  0.0000000E+00
 
  Time step set to   2.9022706E-07  seconds
  Calculation started
 iteration     50, d_max = 0.762E-02 at i =   9, j =  31, d_avg = 0.722E-04
 iteration    850, d_max = 0.235E-02 at i = 151, j =   1, d_avg = 0.931E-04
 iteration    900, d_max = 0.237E-02 at i = 159, j =   1, d_avg = 0.935E-04
 iteration    950, d_max = 0.238E-02 at i = 168, j =   1, d_avg = 0.938E-04
 iteration   1000, d_max = 0.243E-02 at i = 177, j =   1, d_avg = 0.941E-04
 iteration   1050, d_max = 0.248E-02 at i = 186, j =   1, d_avg = 0.942E-04
 iteration   1100, d_max = 0.251E-02 at i = 195, j =   1, d_avg = 0.942E-04
 iteration   1150, d_max = 0.254E-02 at i = 205, j =   1, d_avg = 0.943E-04
 iteration   1200, d_max = 0.255E-02 at i = 215, j =   1, d_avg = 0.942E-04
 iteration   1250, d_max = 0.255E-02 at i = 225, j =   1, d_avg = 0.942E-04
 iteration   1300, d_max = 0.255E-02 at i = 235, j =   1, d_avg = 0.941E-04
 iteration   1350, d_max = 0.253E-02 at i = 246, j =   1, d_avg = 0.941E-04
 iteration   1400, d_max = 0.250E-02 at i = 256, j =   1, d_avg = 0.940E-04
 iteration   1450, d_max = 0.243E-02 at i = 266, j =   1, d_avg = 0.940E-04
 iteration   1500, d_max = 0.232E-02 at i = 276, j =   1, d_avg = 0.938E-04
 iteration   1550, d_max = 0.240E-02 at i = 263, j =   1, d_avg = 0.937E-04
 iteration   1600, d_max = 0.250E-02 at i = 273, j =   1, d_avg = 0.935E-04
 iteration   1650, d_max = 0.255E-02 at i = 283, j =   1, d_avg = 0.935E-04
 iteration   1700, d_max = 0.252E-02 at i = 293, j =   1, d_avg = 0.936E-04
 iteration   1750, d_max = 0.243E-02 at i = 303, j =   1, d_avg = 0.937E-04
 iteration   1800, d_max = 0.227E-02 at i = 313, j =   1, d_avg = 0.937E-04
 iteration   1850, d_max = 0.207E-02 at i = 322, j =   1, d_avg = 0.934E-04
 iteration   1900, d_max = 0.196E-02 at i = 332, j =   2, d_avg = 0.932E-04
 iteration   1950, d_max = 0.180E-02 at i = 341, j =   2, d_avg = 0.929E-04
 iteration   2000, d_max = 0.169E-02 at i = 351, j =   3, d_avg = 0.926E-04
 iteration   2050, d_max = 0.156E-02 at i = 360, j =   4, d_avg = 0.920E-04
 iteration   2100, d_max = 0.146E-02 at i = 369, j =   4, d_avg = 0.912E-04
 iteration   2150, d_max = 0.137E-02 at i = 397, j =  18, d_avg = 0.904E-04
 iteration   2200, d_max = 0.135E-02 at i = 406, j =  19, d_avg = 0.897E-04
 iteration   2250, d_max = 0.132E-02 at i = 415, j =  20, d_avg = 0.892E-04
 iteration   2300, d_max = 0.130E-02 at i = 425, j =  20, d_avg = 0.889E-04
 iteration   2350, d_max = 0.127E-02 at i = 434, j =  21, d_avg = 0.890E-04
 iteration   2400, d_max = 0.124E-02 at i = 443, j =  21, d_avg = 0.891E-04
 iteration   2450, d_max = 0.122E-02 at i = 453, j =  21, d_avg = 0.892E-04
 iteration   2500, d_max = 0.119E-02 at i = 462, j =  21, d_avg = 0.891E-04
 iteration   2550, d_max = 0.117E-02 at i = 471, j =  21, d_avg = 0.886E-04
 iteration   2600, d_max = 0.114E-02 at i = 480, j =  21, d_avg = 0.876E-04
 iteration   2650, d_max = 0.112E-02 at i = 490, j =  20, d_avg = 0.859E-04
 iteration   2700, d_max = 0.110E-02 at i = 499, j =  20, d_avg = 0.836E-04
 iteration   2750, d_max = 0.108E-02 at i = 508, j =  20, d_avg = 0.809E-04
 iteration   2800, d_max = 0.106E-02 at i = 517, j =  19, d_avg = 0.780E-04
 iteration   2850, d_max = 0.104E-02 at i = 526, j =  19, d_avg = 0.761E-04
 iteration   2900, d_max = 0.102E-02 at i = 535, j =  19, d_avg = 0.758E-04
 iteration   2950, d_max = 0.100E-02 at i = 544, j =  19, d_avg = 0.766E-04
 iteration   3000, d_max = 0.988E-03 at i = 554, j =  19, d_avg = 0.775E-04
 iteration   3050, d_max = 0.973E-03 at i = 563, j =  19, d_avg = 0.785E-04
 iteration   3100, d_max = 0.959E-03 at i = 572, j =  19, d_avg = 0.796E-04
 iteration   3150, d_max = 0.945E-03 at i = 581, j =  19, d_avg = 0.805E-04
 iteration   3200, d_max = 0.933E-03 at i = 590, j =  20, d_avg = 0.811E-04
 iteration   3250, d_max = 0.921E-03 at i = 599, j =  20, d_avg = 0.814E-04
 iteration   3300, d_max = 0.911E-03 at i = 608, j =  21, d_avg = 0.813E-04
 iteration   3350, d_max = 0.901E-03 at i = 617, j =  22, d_avg = 0.811E-04
 iteration   3400, d_max = 0.892E-03 at i = 626, j =  22, d_avg = 0.808E-04
 iteration   3450, d_max = 0.885E-03 at i = 635, j =  23, d_avg = 0.805E-04
 iteration   3500, d_max = 0.878E-03 at i = 644, j =  24, d_avg = 0.802E-04
 iteration   3550, d_max = 0.871E-03 at i = 653, j =  25, d_avg = 0.801E-04
 iteration   3600, d_max = 0.864E-03 at i = 662, j =  25, d_avg = 0.802E-04
 iteration   3650, d_max = 0.855E-03 at i = 671, j =  25, d_avg = 0.799E-04
 iteration   3700, d_max = 0.845E-03 at i = 680, j =  26, d_avg = 0.786E-04
 iteration   3750, d_max = 0.827E-03 at i = 688, j =  26, d_avg = 0.762E-04
 iteration   3800, d_max = 0.783E-03 at i = 695, j =  26, d_avg = 0.730E-04
 iteration   3850, d_max = 0.719E-03 at i = 704, j =  26, d_avg = 0.697E-04
 iteration   3900, d_max = 0.682E-03 at i = 716, j =  26, d_avg = 0.669E-04
 iteration   3950, d_max = 0.670E-03 at i = 726, j =  26, d_avg = 0.655E-04
 iteration   4000, d_max = 0.670E-03 at i = 736, j =  26, d_avg = 0.654E-04
 iteration   4050, d_max = 0.677E-03 at i = 746, j =  27, d_avg = 0.664E-04
 iteration   4100, d_max = 0.692E-03 at i = 756, j =  27, d_avg = 0.677E-04
 iteration   4150, d_max = 0.717E-03 at i = 766, j =  27, d_avg = 0.690E-04
 iteration   4200, d_max = 0.734E-03 at i = 774, j =  27, d_avg = 0.704E-04
 iteration   4250, d_max = 0.732E-03 at i = 783, j =  27, d_avg = 0.716E-04
 iteration   4300, d_max = 0.723E-03 at i = 792, j =  27, d_avg = 0.722E-04
 iteration   4350, d_max = 0.716E-03 at i = 802, j =  27, d_avg = 0.722E-04
 iteration   4400, d_max = 0.708E-03 at i = 811, j =  27, d_avg = 0.725E-04
 iteration   4450, d_max = 0.701E-03 at i = 821, j =  27, d_avg = 0.728E-04
 iteration   4500, d_max = 0.693E-03 at i = 831, j =  26, d_avg = 0.727E-04
 iteration   4550, d_max = 0.686E-03 at i = 841, j =  26, d_avg = 0.723E-04
 iteration   4600, d_max = 0.679E-03 at i = 850, j =  27, d_avg = 0.719E-04
 iteration   4650, d_max = 0.673E-03 at i = 860, j =  26, d_avg = 0.716E-04
 iteration   4700, d_max = 0.666E-03 at i = 870, j =  26, d_avg = 0.712E-04
 iteration   4750, d_max = 0.660E-03 at i = 879, j =  27, d_avg = 0.705E-04
 iteration   4800, d_max = 0.656E-03 at i = 889, j =  27, d_avg = 0.699E-04
 iteration   4850, d_max = 0.647E-03 at i = 895, j =  36, d_avg = 0.698E-04
 iteration   4900, d_max = 0.630E-03 at i = 904, j =   1, d_avg = 0.696E-04
 iteration   4950, d_max = 0.640E-03 at i = 920, j =   1, d_avg = 0.694E-04
 iteration   5000, d_max = 0.670E-03 at i = 927, j =   1, d_avg = 0.692E-04
 iteration   5050, d_max = 0.663E-03 at i = 931, j =   1, d_avg = 0.692E-04
 iteration   5100, d_max = 0.649E-03 at i = 942, j =  35, d_avg = 0.690E-04
 iteration   5150, d_max = 0.626E-03 at i = 950, j =  36, d_avg = 0.683E-04
 iteration   5200, d_max = 0.612E-03 at i = 966, j =   1, d_avg = 0.669E-04
 iteration   5250, d_max = 0.617E-03 at i = 973, j =   1, d_avg = 0.644E-04
 iteration   5300, d_max = 0.706E-03 at i = 999, j =  26, d_avg = 0.604E-04
 iteration   5350, d_max = 0.793E-03 at i = 999, j =  20, d_avg = 0.555E-04
 iteration   5400, d_max = 0.812E-03 at i = 998, j =   1, d_avg = 0.502E-04
 iteration   5450, d_max = 0.783E-03 at i = 998, j =   1, d_avg = 0.451E-04
 iteration   5500, d_max = 0.681E-03 at i = 998, j =   1, d_avg = 0.404E-04
 iteration   5550, d_max = 0.445E-03 at i = 998, j =   4, d_avg = 0.343E-04
 iteration   5600, d_max = 0.512E-03 at i = 981, j =  16, d_avg = 0.332E-04
 iteration   5650, d_max = 0.500E-03 at i = 989, j =  16, d_avg = 0.318E-04
 iteration   5700, d_max = 0.484E-03 at i = 979, j =  36, d_avg = 0.305E-04
 iteration   5750, d_max = 0.360E-03 at i = 983, j =   1, d_avg = 0.308E-04
 iteration   5800, d_max = 0.339E-03 at i = 976, j =  14, d_avg = 0.296E-04
 iteration   5850, d_max = 0.341E-03 at i = 971, j =  36, d_avg = 0.286E-04
 iteration   5900, d_max = 0.336E-03 at i = 965, j =   1, d_avg = 0.287E-04
 iteration   5950, d_max = 0.307E-03 at i = 961, j =  34, d_avg = 0.289E-04
 iteration   6000, d_max = 0.299E-03 at i = 957, j =  36, d_avg = 0.291E-04
 iteration   6050, d_max = 0.293E-03 at i = 954, j =  36, d_avg = 0.296E-04
 iteration   6100, d_max = 0.289E-03 at i = 950, j =  34, d_avg = 0.301E-04
 iteration   6150, d_max = 0.290E-03 at i = 947, j =  33, d_avg = 0.305E-04
 iteration   6200, d_max = 0.294E-03 at i = 944, j =  32, d_avg = 0.310E-04
 iteration   6250, d_max = 0.295E-03 at i = 941, j =  32, d_avg = 0.314E-04
 iteration   6300, d_max = 0.295E-03 at i = 937, j =  31, d_avg = 0.319E-04
 iteration   6350, d_max = 0.297E-03 at i = 934, j =  29, d_avg = 0.322E-04
 iteration   6400, d_max = 0.297E-03 at i = 930, j =  29, d_avg = 0.325E-04
 iteration   6450, d_max = 0.299E-03 at i = 927, j =  28, d_avg = 0.327E-04
 iteration   6500, d_max = 0.300E-03 at i = 923, j =  29, d_avg = 0.328E-04
 iteration   6550, d_max = 0.302E-03 at i = 920, j =  27, d_avg = 0.328E-04
 iteration   6600, d_max = 0.303E-03 at i = 917, j =  25, d_avg = 0.328E-04
 iteration   6650, d_max = 0.307E-03 at i = 913, j =  26, d_avg = 0.329E-04
 iteration   6700, d_max = 0.311E-03 at i = 910, j =  24, d_avg = 0.330E-04
 iteration   6750, d_max = 0.319E-03 at i = 906, j =  26, d_avg = 0.333E-04
 iteration   6800, d_max = 0.326E-03 at i = 903, j =  24, d_avg = 0.335E-04
 iteration   6850, d_max = 0.333E-03 at i = 899, j =  27, d_avg = 0.337E-04
 iteration   6900, d_max = 0.338E-03 at i = 895, j =  28, d_avg = 0.339E-04
 iteration   6950, d_max = 0.344E-03 at i = 892, j =  27, d_avg = 0.341E-04
 iteration   7000, d_max = 0.347E-03 at i = 888, j =  29, d_avg = 0.342E-04
 iteration   7050, d_max = 0.350E-03 at i = 885, j =  27, d_avg = 0.342E-04
 iteration   7100, d_max = 0.350E-03 at i = 881, j =  28, d_avg = 0.343E-04
 iteration   7150, d_max = 0.349E-03 at i = 878, j =  25, d_avg = 0.343E-04
 iteration   7200, d_max = 0.345E-03 at i = 875, j =  22, d_avg = 0.343E-04
 iteration   7250, d_max = 0.341E-03 at i = 871, j =  23, d_avg = 0.344E-04
 iteration   7300, d_max = 0.338E-03 at i = 869, j =  14, d_avg = 0.344E-04
 iteration   7350, d_max = 0.338E-03 at i = 866, j =  11, d_avg = 0.345E-04
 iteration   7400, d_max = 0.340E-03 at i = 863, j =   8, d_avg = 0.344E-04
 iteration   7450, d_max = 0.344E-03 at i = 860, j =   6, d_avg = 0.343E-04
 iteration   7500, d_max = 0.349E-03 at i = 857, j =   4, d_avg = 0.341E-04
 iteration   7550, d_max = 0.354E-03 at i = 854, j =   2, d_avg = 0.338E-04
 iteration   7600, d_max = 0.357E-03 at i = 851, j =   2, d_avg = 0.333E-04
 iteration   7650, d_max = 0.363E-03 at i = 847, j =   2, d_avg = 0.328E-04
 iteration   7700, d_max = 0.365E-03 at i = 844, j =   2, d_avg = 0.324E-04
 iteration   7750, d_max = 0.368E-03 at i = 840, j =   2, d_avg = 0.320E-04
 iteration   7800, d_max = 0.368E-03 at i = 837, j =   2, d_avg = 0.316E-04
 iteration   7850, d_max = 0.369E-03 at i = 833, j =   2, d_avg = 0.311E-04
 iteration   7900, d_max = 0.368E-03 at i = 830, j =   2, d_avg = 0.306E-04
 iteration   7950, d_max = 0.367E-03 at i = 826, j =   2, d_avg = 0.300E-04
 iteration   8000, d_max = 0.365E-03 at i = 823, j =   2, d_avg = 0.295E-04
 iteration   8050, d_max = 0.363E-03 at i = 819, j =   2, d_avg = 0.290E-04
 iteration   8100, d_max = 0.359E-03 at i = 815, j =   2, d_avg = 0.284E-04
 iteration   8150, d_max = 0.357E-03 at i = 812, j =   2, d_avg = 0.278E-04
 iteration   8200, d_max = 0.352E-03 at i = 808, j =   2, d_avg = 0.272E-04
 iteration   8250, d_max = 0.348E-03 at i = 805, j =   2, d_avg = 0.265E-04
 iteration   8300, d_max = 0.345E-03 at i = 801, j =   2, d_avg = 0.258E-04
 iteration   8350, d_max = 0.339E-03 at i = 797, j =   2, d_avg = 0.250E-04
 iteration   8400, d_max = 0.336E-03 at i = 794, j =   1, d_avg = 0.243E-04
 iteration   8450, d_max = 0.331E-03 at i = 790, j =   1, d_avg = 0.236E-04
 iteration   8500, d_max = 0.325E-03 at i = 787, j =   1, d_avg = 0.231E-04
 iteration   8550, d_max = 0.321E-03 at i = 783, j =   1, d_avg = 0.226E-04
 iteration   8600, d_max = 0.315E-03 at i = 779, j =   1, d_avg = 0.222E-04
 iteration   8650, d_max = 0.308E-03 at i = 776, j =   1, d_avg = 0.221E-04
 iteration   8700, d_max = 0.303E-03 at i = 772, j =   1, d_avg = 0.221E-04
 iteration   8750, d_max = 0.296E-03 at i = 768, j =   1, d_avg = 0.222E-04
 iteration   8800, d_max = 0.289E-03 at i = 764, j =   4, d_avg = 0.225E-04
 iteration   8850, d_max = 0.286E-03 at i = 761, j =   4, d_avg = 0.229E-04
 iteration   8900, d_max = 0.281E-03 at i = 757, j =   5, d_avg = 0.233E-04
 iteration   8950, d_max = 0.283E-03 at i = 754, j =  35, d_avg = 0.237E-04
 iteration   9000, d_max = 0.286E-03 at i = 751, j =  35, d_avg = 0.240E-04
 iteration   9050, d_max = 0.288E-03 at i = 748, j =  35, d_avg = 0.243E-04
 iteration   9100, d_max = 0.290E-03 at i = 744, j =  35, d_avg = 0.245E-04
 iteration   9150, d_max = 0.292E-03 at i = 741, j =  35, d_avg = 0.247E-04
 iteration   9200, d_max = 0.292E-03 at i = 737, j =  35, d_avg = 0.248E-04
 iteration   9250, d_max = 0.294E-03 at i = 734, j =  35, d_avg = 0.249E-04
 iteration   9300, d_max = 0.294E-03 at i = 731, j =  35, d_avg = 0.250E-04
 iteration   9350, d_max = 0.294E-03 at i = 727, j =  35, d_avg = 0.251E-04
 iteration   9400, d_max = 0.294E-03 at i = 724, j =  35, d_avg = 0.252E-04
 iteration   9450, d_max = 0.293E-03 at i = 719, j =  12, d_avg = 0.252E-04
 iteration   9500, d_max = 0.293E-03 at i = 716, j =  13, d_avg = 0.253E-04
 iteration   9550, d_max = 0.296E-03 at i = 712, j =  11, d_avg = 0.252E-04
 iteration   9600, d_max = 0.297E-03 at i = 709, j =  12, d_avg = 0.252E-04
 iteration   9650, d_max = 0.299E-03 at i = 705, j =  11, d_avg = 0.252E-04
 iteration   9700, d_max = 0.302E-03 at i = 702, j =  12, d_avg = 0.252E-04
 iteration   9750, d_max = 0.305E-03 at i = 698, j =  10, d_avg = 0.253E-04
 iteration   9800, d_max = 0.309E-03 at i = 695, j =  11, d_avg = 0.253E-04
 iteration   9850, d_max = 0.312E-03 at i = 691, j =  10, d_avg = 0.253E-04
 iteration   9900, d_max = 0.317E-03 at i = 688, j =  10, d_avg = 0.253E-04
 iteration   9950, d_max = 0.319E-03 at i = 685, j =  10, d_avg = 0.253E-04
 iteration  10000, d_max = 0.322E-03 at i = 681, j =  10, d_avg = 0.252E-04
 iteration  10050, d_max = 0.323E-03 at i = 678, j =  10, d_avg = 0.251E-04
 iteration  10100, d_max = 0.324E-03 at i = 674, j =  10, d_avg = 0.250E-04
 iteration  10150, d_max = 0.325E-03 at i = 671, j =  10, d_avg = 0.249E-04
 iteration  10200, d_max = 0.324E-03 at i = 668, j =  10, d_avg = 0.248E-04
 iteration  10250, d_max = 0.325E-03 at i = 664, j =  10, d_avg = 0.248E-04
 iteration  10300, d_max = 0.324E-03 at i = 661, j =  10, d_avg = 0.247E-04
 iteration  10350, d_max = 0.324E-03 at i = 657, j =  10, d_avg = 0.247E-04
 iteration  10400, d_max = 0.323E-03 at i = 654, j =  10, d_avg = 0.247E-04
 iteration  10450, d_max = 0.322E-03 at i = 650, j =  10, d_avg = 0.247E-04
 iteration  10500, d_max = 0.322E-03 at i = 647, j =  10, d_avg = 0.247E-04
 iteration  10550, d_max = 0.321E-03 at i = 643, j =  10, d_avg = 0.247E-04
 iteration  10600, d_max = 0.321E-03 at i = 640, j =  10, d_avg = 0.248E-04
 iteration  10650, d_max = 0.319E-03 at i = 637, j =  10, d_avg = 0.248E-04
 iteration  10700, d_max = 0.320E-03 at i = 633, j =  10, d_avg = 0.249E-04
 iteration  10750, d_max = 0.319E-03 at i = 630, j =  10, d_avg = 0.249E-04
 iteration  10800, d_max = 0.320E-03 at i = 626, j =  10, d_avg = 0.250E-04
 iteration  10850, d_max = 0.321E-03 at i = 623, j =  10, d_avg = 0.250E-04
 iteration  10900, d_max = 0.325E-03 at i = 619, j =  11, d_avg = 0.250E-04
 iteration  10950, d_max = 0.328E-03 at i = 616, j =  11, d_avg = 0.249E-04
 iteration  11000, d_max = 0.335E-03 at i = 612, j =  12, d_avg = 0.249E-04
 iteration  11050, d_max = 0.341E-03 at i = 609, j =  12, d_avg = 0.248E-04
 iteration  11100, d_max = 0.349E-03 at i = 605, j =  13, d_avg = 0.247E-04
 iteration  11150, d_max = 0.352E-03 at i = 602, j =  13, d_avg = 0.245E-04
 iteration  11200, d_max = 0.354E-03 at i = 598, j =  12, d_avg = 0.244E-04
 iteration  11250, d_max = 0.352E-03 at i = 595, j =  11, d_avg = 0.243E-04
 iteration  11300, d_max = 0.349E-03 at i = 591, j =  11, d_avg = 0.242E-04
 iteration  11350, d_max = 0.343E-03 at i = 588, j =   9, d_avg = 0.241E-04
 iteration  11400, d_max = 0.339E-03 at i = 584, j =   9, d_avg = 0.240E-04
 iteration  11450, d_max = 0.334E-03 at i = 580, j =   9, d_avg = 0.240E-04
 iteration  11500, d_max = 0.330E-03 at i = 577, j =   9, d_avg = 0.239E-04
 iteration  11550, d_max = 0.327E-03 at i = 573, j =   9, d_avg = 0.239E-04
 iteration  11600, d_max = 0.324E-03 at i = 569, j =   9, d_avg = 0.238E-04
 iteration  11650, d_max = 0.324E-03 at i = 566, j =   9, d_avg = 0.238E-04
 iteration  11700, d_max = 0.323E-03 at i = 562, j =  10, d_avg = 0.239E-04
 iteration  11750, d_max = 0.322E-03 at i = 558, j =  10, d_avg = 0.240E-04
 iteration  11800, d_max = 0.323E-03 at i = 555, j =  10, d_avg = 0.241E-04
 iteration  11850, d_max = 0.323E-03 at i = 551, j =  10, d_avg = 0.241E-04
 iteration  11900, d_max = 0.323E-03 at i = 548, j =  10, d_avg = 0.242E-04
 iteration  11950, d_max = 0.325E-03 at i = 544, j =   9, d_avg = 0.243E-04
 iteration  12000, d_max = 0.325E-03 at i = 540, j =   9, d_avg = 0.243E-04
 iteration  12050, d_max = 0.325E-03 at i = 537, j =   9, d_avg = 0.243E-04
 iteration  12100, d_max = 0.327E-03 at i = 533, j =   9, d_avg = 0.243E-04
 iteration  12150, d_max = 0.327E-03 at i = 529, j =   9, d_avg = 0.243E-04
 iteration  12200, d_max = 0.327E-03 at i = 525, j =   8, d_avg = 0.243E-04
 iteration  12250, d_max = 0.329E-03 at i = 522, j =   8, d_avg = 0.244E-04
 iteration  12300, d_max = 0.330E-03 at i = 518, j =   8, d_avg = 0.244E-04
 iteration  12350, d_max = 0.330E-03 at i = 514, j =   7, d_avg = 0.244E-04
 iteration  12400, d_max = 0.331E-03 at i = 511, j =   7, d_avg = 0.245E-04
 iteration  12450, d_max = 0.332E-03 at i = 507, j =   7, d_avg = 0.246E-04
 iteration  12500, d_max = 0.333E-03 at i = 503, j =   6, d_avg = 0.246E-04
 iteration  12550, d_max = 0.333E-03 at i = 499, j =   6, d_avg = 0.247E-04
 iteration  12600, d_max = 0.334E-03 at i = 496, j =   6, d_avg = 0.247E-04
 iteration  12650, d_max = 0.337E-03 at i = 492, j =   5, d_avg = 0.248E-04
 iteration  12700, d_max = 0.340E-03 at i = 488, j =   4, d_avg = 0.248E-04
 iteration  12750, d_max = 0.343E-03 at i = 484, j =   4, d_avg = 0.249E-04
 iteration  12800, d_max = 0.350E-03 at i = 480, j =   3, d_avg = 0.249E-04
 iteration  12850, d_max = 0.348E-03 at i = 476, j =   2, d_avg = 0.250E-04
 iteration  12900, d_max = 0.340E-03 at i = 472, j =   2, d_avg = 0.250E-04
 iteration  12950, d_max = 0.327E-03 at i = 469, j =   2, d_avg = 0.251E-04
 iteration  13000, d_max = 0.319E-03 at i = 464, j =   2, d_avg = 0.251E-04
 iteration  13050, d_max = 0.310E-03 at i = 459, j =   2, d_avg = 0.251E-04
 iteration  13100, d_max = 0.307E-03 at i = 457, j =   2, d_avg = 0.251E-04
 iteration  13150, d_max = 0.311E-03 at i = 452, j =   2, d_avg = 0.251E-04
 iteration  13200, d_max = 0.310E-03 at i = 449, j =   2, d_avg = 0.251E-04
 iteration  13250, d_max = 0.317E-03 at i = 444, j =   2, d_avg = 0.251E-04
 iteration  13300, d_max = 0.319E-03 at i = 439, j =   2, d_avg = 0.251E-04
 iteration  13350, d_max = 0.317E-03 at i = 434, j =   1, d_avg = 0.251E-04
 iteration  13400, d_max = 0.329E-03 at i = 431, j =   1, d_avg = 0.251E-04
 iteration  13450, d_max = 0.337E-03 at i = 426, j =   1, d_avg = 0.252E-04
 iteration  13500, d_max = 0.336E-03 at i = 423, j =   1, d_avg = 0.252E-04
 iteration  13550, d_max = 0.347E-03 at i = 418, j =   1, d_avg = 0.253E-04
 iteration  13600, d_max = 0.347E-03 at i = 413, j =   1, d_avg = 0.254E-04
 iteration  13650, d_max = 0.356E-03 at i = 410, j =   1, d_avg = 0.255E-04
 iteration  13700, d_max = 0.355E-03 at i = 405, j =   1, d_avg = 0.256E-04
 iteration  13750, d_max = 0.362E-03 at i = 402, j =   1, d_avg = 0.257E-04
 iteration  13800, d_max = 0.361E-03 at i = 398, j =   1, d_avg = 0.258E-04
 iteration  13850, d_max = 0.366E-03 at i = 394, j =   1, d_avg = 0.260E-04
 iteration  13900, d_max = 0.367E-03 at i = 390, j =   1, d_avg = 0.261E-04
 iteration  13950, d_max = 0.368E-03 at i = 387, j =   1, d_avg = 0.263E-04
 iteration  14000, d_max = 0.373E-03 at i = 383, j =   1, d_avg = 0.264E-04
 iteration  14050, d_max = 0.369E-03 at i = 380, j =   1, d_avg = 0.265E-04
 iteration  14100, d_max = 0.369E-03 at i = 375, j =   1, d_avg = 0.266E-04
 iteration  14150, d_max = 0.373E-03 at i = 372, j =   1, d_avg = 0.267E-04
 iteration  14200, d_max = 0.363E-03 at i = 369, j =   1, d_avg = 0.268E-04
 iteration  14250, d_max = 0.349E-03 at i = 365, j =   1, d_avg = 0.268E-04
 iteration  14300, d_max = 0.360E-03 at i = 362, j =   1, d_avg = 0.268E-04
 iteration  14350, d_max = 0.363E-03 at i = 359, j =   1, d_avg = 0.268E-04
 iteration  14400, d_max = 0.341E-03 at i = 356, j =   1, d_avg = 0.268E-04
 iteration  14450, d_max = 0.345E-03 at i = 354, j =   1, d_avg = 0.268E-04
 iteration  14500, d_max = 0.336E-03 at i = 351, j =   1, d_avg = 0.268E-04
 iteration  14550, d_max = 0.312E-03 at i = 348, j =   1, d_avg = 0.268E-04
 iteration  14600, d_max = 0.324E-03 at i = 346, j =   1, d_avg = 0.267E-04
 iteration  14650, d_max = 0.303E-03 at i = 343, j =   1, d_avg = 0.266E-04
 iteration  14700, d_max = 0.316E-03 at i = 341, j =   1, d_avg = 0.266E-04
